s.area s.perimeter s.radius.mean s.radius.sd s.radius.min s.radius.max
56 29 3.89406739371777 1.46836522905817 0.781778210258942 5.74073207493979
26 16 2.41070203107009 0.447475661231455 1.38772520694841 3.04971822468896
24 15 2.2831635611971 0.291447989527384 1.87142251301576 2.83470555006257
30 16 2.64499897233139 0.306307339719283 2.20173936922607 3.1380975526583
29 17 2.55856941120494 0.372617330934638 1.91515536424702 3.24810298641848
34 18 2.90951695568566 0.539336559194577 2.10011757460398 4.03724939978315
29 17 2.56995690671214 0.412805042160216 1.6055698898772 3.2883352610291
31 17 2.7201272678169 0.511671086595887 1.89060690352802 3.69231878270005
29 20 2.71737674858361 1.0657690210628 0.761577310586392 4.35660418215839
9 8 1.20710678118655 0.207106781186548 1 1.4142135623731
28 16 2.51290407073507 0.350447044905641 1.82002747232013 3.05163890393343
15 12 1.71676051329096 0.468401544266904 1 2.23606797749979
14 10 1.68917513277928 0.216072605390181 1.58113883008419 2.12132034355964
20 14 2.03266527158309 0.343906809615674 1.5 2.5
33 18 2.80251993267282 0.472273777377772 1.87988047952096 3.66371935417723
24 15 2.2831635611971 0.291447989527384 1.87142251301576 2.83470555006257
30 21 2.70485193231606 0.925263003233743 0.506197419654032 4.09634536525839
9 8 1.20710678118655 0.207106781186548 1 1.4142135623731
20 14 2.09829066547769 0.602065117423488 0.814411017927958 2.99148451305313
19 13 1.98697656442969 0.333310260928637 1.39313617509807 2.5605103041682
25 16 2.32514076993644 0.306137877400638 2 2.82842712474619
67 31 4.12024877437491 1.2222493319948 1.18347976308672 6.21501655679603
22 14 2.20277340118616 0.46820712772804 1.58113883008419 2.91547594742265
27 15 2.47145201443096 0.310434187565729 1.89619502044372 2.98812464413533
18 12 1.95477615018027 0.309058035574307 1.5 2.5
21 13 2.14081502246841 0.282193077634283 1.4776440547922 2.6658036078713
32 18 2.77863715965789 0.551241229402365 1.59086900703071 3.69350447524326
15 11 1.71680607651965 0.246660411163049 1.41128860875092 2.13006809342909
19 13 1.98697656442969 0.333310260928636 1.39313617509807 2.56051030416819
9 8 1.20710678118655 0.207106781186548 1 1.4142135623731
27 15 2.47145201443096 0.310434187565729 1.89619502044372 2.98812464413533
6 6 0.912022659166597 0.291344016299214 0.5 1.11803398874989
28 17 2.50577268913024 0.387516418172987 1.90519232243549 3.29621781791103
9 8 1.20710678118655 0.207106781186548 1 1.4142135623731
22 14 2.20208852196635 0.361106602208742 1.73793215151377 2.85714285714286
53 23 3.69084475631144 0.495317921169245 2.76659795998836 4.60643915226459
22 14 2.17959179458176 0.302020435874399 1.67362493055143 2.68879003210267
32 18 2.71764595024728 0.333637631797517 2.21178102637715 3.35041917406991
51 32 3.49382657391311 1.45479141423043 0.520103655534164 5.81661480695602
34 19 2.85954610135453 0.740781929505107 1.43656253304802 3.89473684210527
23 14 2.23361843772962 0.268650636385292 1.71428571428571 2.63415555922654
21 13 2.14081502246841 0.282193077634283 1.4776440547922 2.6658036078713
22 14 2.17959179458176 0.302020435874398 1.67362493055142 2.68879003210267
23 15 2.22764517146664 0.336381547646277 1.65058912041867 2.88521133445098
52 31 4.05850760179374 1.83358196161778 0.193548387096769 6.50845923574151
45 22 3.6311027995713 1.2568035919995 1.49517129121805 5.64552042122303
19 13 1.98697656442969 0.333310260928636 1.39313617509807 2.56051030416819
77 39 4.69980565802367 2.19554993830139 0.671089862989869 8.52983317022672
20 14 2.03266527158309 0.343906809615674 1.5 2.5
17 12 1.8960687076064 0.384680401881013 1.15770366578748 2.55087131083566
20 14 2.03266527158309 0.343906809615674 1.5 2.5
87 37 4.84726457821497 1.33230133199764 1.62724251064761 7.16970535972124
19 13 1.98697656442969 0.333310260928636 1.39313617509807 2.56051030416819
16 12 1.76119933457601 0.25464400750007 1.58113883008419 2.12132034355964
16 12 1.76119933457601 0.25464400750007 1.58113883008419 2.12132034355964
32 18 2.73191882018363 0.376241719551986 2.12277479717142 3.61410132606458
25 15 2.37875988064519 0.393490487262679 1.64924225024706 3.05286750449475
25 16 2.48307144862517 0.764431933544454 1 3.60555127546399
27 16 2.4659361858884 0.360688545876053 1.94655143779968 3.00650336770142
36 19 2.99307761458288 0.747991933946535 1.5586413573643 4.16854066814024
9 8 1.20710678118655 0.207106781186548 1 1.4142135623731
45 25 3.47751621632528 1.07465388157989 1.58492902049272 5.30961392193444
32 18 2.73396801036506 0.494524742323 1.97280898939608 3.49647088390213
23 15 2.24194135321641 0.485717192366521 1.43913554299487 3.01182853282041
